product name,time,likes,dislikes,pos-comments,neg-comments,flip-buyers,am-buyers,hashtags,cost,category,sub category,brand,discount,stock,url,ratings,viewers,ads,score
"OPPO Reno8 5G (Shimmer Black, 128 GB) (8 GB RAM)",2,5398,2982,4503,1139,23904,16426,7236,38999,Mobile,-,OPPO,853,10,https://www.flipkart.com/oppo-reno8-5g-shimmer-black-128-gb/p/itmba1bc0bf67ccc?pid=MOBGFPE5BHY8QGEH&lid=LSTMOBGFPE5BHY8QGEHQDYOMR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_70&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=75780634-625c-4cf7-91a9-987826693c3b.MOBGFPE5BHY8QGEH.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,7672,38751,0,3.20969242
"MOTOROLA G60 (Moonless, 128 GB) (6 GB RAM)",1,4775,2595,9490,1957,13552,1606,97,21999,Mobile,-,MOTOROLA,924,10,https://www.flipkart.com/motorola-g60-moonless-128-gb/p/itma894654fddb46?pid=MOBG9CJ6KRYW4NJT&lid=LSTMOBG9CJ6KRYW4NJTP2I8X0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_74&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=277ab461-15dd-4fc1-b18c-b87ef1944135.MOBG9CJ6KRYW4NJT.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,11730,28427,9,4.513359529
"OPPO K10 5G (Ocean Blue, 128 GB) (6 GB RAM)",2,5439,1223,643,558,16555,17418,2955,20999,Mobile,-,OPPO,115,10,https://www.flipkart.com/oppo-k10-5g-ocean-blue-128-gb/p/itm28cf887931942?pid=MOBGGFFKHJ3HCSNR&lid=LSTMOBGGFFKHJ3HCSNRZB81YD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_79&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=277ab461-15dd-4fc1-b18c-b87ef1944135.MOBGGFFKHJ3HCSNR.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,11841,24279,1,8.1650901
"Flipkart Perfect Homes Leatherette Office Arm Chair (Brown, DIY)",4,9352,3531,7540,2494,9776,17572,5669,13400,Home,Living Room,Flipkart Perfect Homes,796,10,Flipkart Perfect Homes Leatherette Office Arm Chair Price in India - Buy Flipkart Perfect Homes Leatherette Office Arm Chair online at Flipkart.com,13339,23590,5,3.100485621
Artesia Sheesham Wood Nesting Tables with Brass Work Nesting Table,4,1430,339,3142,349,17888,8381,9130,9999,Home,Living Room,Artesia,520,10,Artesia Sheesham Wood Nesting Tables with Brass Work Solid Wood Nesting Table Price in India - Buy Artesia Sheesham Wood Nesting Tables with Brass Work Solid Wood Nesting Table online at Flipkart.com,14799,35615,4,9.437636032
limraz furniture Engineered Wood Computer Desk (Finish Color - brown),2,6277,2051,1998,2103,20447,16370,524,2850,Home,Living Room,limraz furniture,764,10,limraz furniture Engineered Wood Computer Desk Price in India - Buy limraz furniture Engineered Wood Computer Desk online at Flipkart.com,2212,27528,10,7.936609329
Flipkart Perfect Homes Opus Engineered Wood Queen Box Bed,1,6753,3764,9470,1809,19452,15203,8164,15299,Home,Living Room,Flipkart Perfect Homes,369,10,Flipkart Perfect Homes Opus Engineered Wood Queen Box Bed Price in India - Buy Flipkart Perfect Homes Opus Engineered Wood Queen Box Bed online at Flipkart.com,10145,18624,9,3.674181514
"Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment Unit (Finish Color - Wenge, Knock Down)",2,763,374,11151,1375,7872,2804,9683,9999,Home,Living Room,Flipkart Perfect Homes,578,10,Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment Unit Price in India - Buy Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment Unit online at Flipkart.com,3967,32535,7,8.59641474
"Suncrown Furniture Sheesham Wood Solid Wood 4 Seater Dining Set (Finish Color -Teak Finish, DIY",1,1704,1416,4990,2126,4056,17079,6054,21264,Home,Living Room,Suncrown Furniture,503,10,Suncrown Furniture Sheesham Wood Solid Wood 4 Seater Dining Set Price in India - Buy Suncrown Furniture Sheesham Wood Solid Wood 4 Seater Dining Set online at Flipkart.com,11568,35038,7,5.527181015
"Flipkart Perfect Homes Fabric Office Arm Chair (Black, DIY)",2,6618,2017,5054,1533,24225,14128,3733,6500,Home,Living Room,Flipkart Perfect Homes,231,10,Flipkart Perfect Homes Fabric Office Arm Chair Price in India - Buy Flipkart Perfect Homes Fabric Office Arm Chair online at Flipkart.com,9293,18236,7,8.775497898
"Flipkart Perfect Homes Julian Engineered Wood 2 Door Wardrobe (Finish Color - Latin Walnut, Knock Down)",2,4323,797,11482,1490,19831,7559,7709,10499,Home,Living Room,Flipkart Perfect Homes,994,10,Flipkart Perfect Homes Julian Engineered Wood 2 Door Wardrobe Price in India - Buy Flipkart Perfect Homes Julian Engineered Wood 2 Door Wardrobe online at Flipkart.com,9063,17094,9,2.035413034
"Crystal Furnitech Sigma Engineered Wood Coffee Table (Finish Color - wallnut + wenge, Knock Down)",4,5388,2314,1069,1070,22684,1377,9814,4719,Home,Living Room,Crystal Furnitech,105,10,Crystal Furnitech Sigma Engineered Wood Coffee Table Price in India - Buy Crystal Furnitech Sigma Engineered Wood Coffee Table online at Flipkart.com,9077,27847,0,4.706949867
"Sleepyhead Footsie Horizontal Engineered Wood Shoe Rack (Brown, 3 Shelves, Knock Down)",1,7109,3094,2261,1875,9858,2471,3587,8999,Home,Living Room,Sleepyhead Foootsie,202,10,Sleepyhead Footsie Horizontal Engineered Wood Shoe Rack Price in India - Buy Sleepyhead Footsie Horizontal Engineered Wood Shoe Rack online at Flipkart.com,6679,18262,1,2.093010591
Pigeon by Stovekraft Pigeon Mini Handy Eco (400 ml) Vegetable & Fruit Chopper (one chopper),4,2507,2872,7242,2365,21109,4420,1060,445,Home,Kitchen,Pigeon,802,10,Pigeon by Stovekraft Pigeon Mini Handy Eco (400 ml) Vegetable & Fruit Chopper Price in India - Buy Pigeon by Stovekraft Pigeon Mini Handy Eco (400 ml) Vegetable & Fruit Chopper online at Flipkart.com,1710,19326,0,5.032820409
"Oliveware Teso Lunch Box with Bottle (Blue-Pro) 4 Containers Lunch Box (1470 ml, Thermoware)",1,6752,489,5175,538,4434,15571,1382,1950,Home,Kitchen,Oliveware,345,10,Flipkart.com | Oliveware Teso Lunch Box with Bottle (Blue-Pro) 4 Containers Lunch Box -,7883,22966,7,4.835232574
"MASTER COOK - 1500 ml Polypropylene Grocery Container (Pack of 10, Blue)",4,1395,164,2211,2032,17737,11663,5163,238,Home,Kitchen,MASTER COOK,824,10,MASTER COOK - 1500 ml Polypropylene Grocery Container Price in India - Buy MASTER COOK - 1500 ml Polypropylene Grocery Container online at Flipkart.com,2504,29505,0,1.511942639
"MILTON Thermosteel Flip Lid 500 ml Flask (Pack of 1, Silver, Steel)",3,5785,3622,8380,1040,12662,14687,4240,810,Home,Kitchen,MILTON,571,10,MILTON Thermosteel Flip Lid 500 ml Flask - Buy MILTON Thermosteel Flip Lid 500 ml Flask Online at Best Prices in India - Sports & Fitness | Flipkart.com,2794,17441,9,3.027939549
MACARIZE Happy Bird Fruit Fork Set Plastic Fruit Fork (Pack of 1),4,3693,857,2173,1391,20660,4351,1237,499,Home,Kitchen,MACARIZE,985,10,MACARIZE Happy Bird Fruit Fork Set Plastic Fruit Fork Price in India - Buy MACARIZE Happy Bird Fruit Fork Set Plastic Fruit Fork online at Flipkart.com,10867,37998,6,9.343678784
Flipkart SmartBuy Imperio 4 Burners Glass Manual Gas Stove (4 Burners),2,369,3473,1129,1869,15842,15661,6189,7499,Home,Kitchen,Flipkart SmartBuy,450,10,Flipkart SmartBuy Imperio 4 Burners Glass Manual Gas Stove Price in India - Buy Flipkart SmartBuy Imperio 4 Burners Glass Manual Gas Stove online at Flipkart.com,2457,29795,3,2.002036709
Pigeon Special 3 L Pressure Cooker (Aluminium),2,9318,2897,2453,1115,23009,6926,8566,1195,Home,Kitchen,Pigeon,307,10,Pigeon Special 3 L Pressure Cooker Price in India - Buy Pigeon Special 3 L Pressure Cooker online at Flipkart.com,5706,41448,3,0.562536229
"Flipkart SmartBuy 5 pc Non-Induction Bottom Non-Stick Coated Cookware Set (Aluminium, 5 - Piece)",1,2518,262,9703,1492,5100,11521,8107,1800,Home,Kitchen,Flipkart SmartBuy,620,10,Flipkart SmartBuy 5 pc Non-Induction Bottom Non-Stick Coated Cookware Set Price in India - Buy Flipkart SmartBuy 5 pc Non-Induction Bottom Non-Stick Coated Cookware Set online at Flipkart.com,11391,40086,0,3.484198042
Pigeon Gas Stove Combo - Brunet 2 Burner Gas Cooktop + Flat tawa 250 + Fry Pan 240 Stainless Steel Manual Gas Stove (2 Burners),2,6199,715,6848,1651,24712,5007,6433,4594,Home,Kitchen,Pigeon,705,10,Pigeon Gas Stove Combo - Brunet 2 Burner Gas Cooktop + Flat tawa 250 + Fry Pan 240 Stainless Steel Manual Gas Stove Price in India - Buy Pigeon Gas Stove Combo - Brunet 2 Burner Gas Cooktop + Flat tawa 250 + Fry Pan 240 Stainless Steel Manual Gas Stove online at Flipkart.com,3491,39549,7,7.448298302
Flipkart SmartBuy Alpha 3 L Induction Bottom Pressure Cooker (Aluminium),3,3617,217,10964,2060,20745,13391,9829,1890,Home,Kitchen,Flipkart SmartBuy,482,10,Flipkart SmartBuy Alpha 3 L Induction Bottom Pressure Cooker Price in India - Buy Flipkart SmartBuy Alpha 3 L Induction Bottom Pressure Cooker online at Flipkart.com,8120,33695,6,2.551822523
SleepX Ortho Plus Quilted 6 inch Double Memory Foam Mattress (L x W: 72 inch x 48 inch),1,2562,1571,2420,2071,5397,6868,6492,14666,Home,Bedroom,SleepX,120,10,SleepX Ortho Plus Quilted 6 inch Double Memory Foam Mattress Price in India - Buy SleepX Ortho Plus Quilted 6 inch Double Memory Foam Mattress online at Flipkart.com,12952,41754,6,3.63495488
Sleepyhead Flip - Dual Sided 5 inch Queen High Density (HD) Foam Mattress (L x W: 78 inch x 60 inch),1,7147,3424,11029,1189,13765,8687,8883,11499,Home,Bedroom,Sleepyhead,179,10,Sleepyhead Flip - Dual Sided 5 inch Queen High Density (HD) Foam Mattress Price in India - Buy Sleepyhead Flip - Dual Sided 5 inch Queen High Density (HD) Foam Mattress online at Flipkart.com,3524,27631,9,1.897442374
"Flipkart Perfect Homes Opus Engineered Wood Queen Box Bed (Finish Color - Espresso, Delivery Condition - Knock Down)",2,1716,616,11259,537,15045,9081,6947,15299,Home,Bedroom,Flipkart Perfect Homes,869,10,Flipkart Perfect Homes Opus Engineered Wood Queen Box Bed Price in India - Buy Flipkart Perfect Homes Opus Engineered Wood Queen Box Bed online at Flipkart.com,8328,22793,1,8.25932737
The Sleep Company SmartGRID Luxe 78x72 8 inch King High Density (HD) Foam Mattress (L x W: 78 inch x 72 inch),1,4502,2636,9278,2061,12299,5320,6959,45900,Home,Bedroom,The Sleep Company,325,10,The Sleep Company SmartGRID Luxe 78x72 8 inch King High Density (HD) Foam Mattress Price in India - Buy The Sleep Company SmartGRID Luxe 78x72 8 inch King High Density (HD) Foam Mattress online at Flipkart.com,2883,44349,10,4.731515777
SPRINGTEK Dreamer Orthopaedic Memory Foam Dual Comfort 6 inch King High Resilience (HR) Foam Mattress (L x W: 72 inch x 72 inch),3,1703,2998,1149,1363,18005,3898,6345,21999,Home,Bedroom,SPRINGTEK,688,10,SPRINGTEK Dreamer Orthopaedic Memory Foam Dual Comfort 6 inch King High Resilience (HR) Foam Mattress Price in India - Buy SPRINGTEK Dreamer Orthopaedic Memory Foam Dual Comfort 6 inch King High Resilience (HR) Foam Mattress online at Flipkart.com,9616,40952,5,7.773090135
Centuary Mattresses Sleepables Multi Layered 6 inch King Pocket Spring Mattress (L x W: 72 inch x 72 inch),3,6449,2791,8389,1787,9379,10961,6178,20724,Home,Bedroom,Centuary,81,10,Centuary Mattresses Sleepables Multi Layered 6 inch King Pocket Spring Mattress Price in India - Buy Centuary Mattresses Sleepables Multi Layered 6 inch King Pocket Spring Mattress online at Flipkart.com,12046,39607,9,9.64638939
"Flipkart Perfect Homes Webster Engineered Wood TV Entertainment Unit (Finish Color - Walnut, Knock Down)",3,7198,3039,3480,688,22485,10556,6093,20499,Home,Bedroom,Flipkart Perfect Homes,344,10,Flipkart Perfect Homes Webster Engineered Wood TV Entertainment Unit Price in India - Buy Flipkart Perfect Homes Webster Engineered Wood TV Entertainment Unit online at Flipkart.com,1953,18601,10,5.469756672
SPRINGTEK Amaze Eco 4 inch Queen High Density (HD) Foam Mattress (L x W: 75 inch x 60 inch),4,6912,530,11723,1481,7110,17813,7947,9499,Home,Bedroom,SPRINGTEK,544,10,SPRINGTEK Amaze Eco 4 inch Queen High Density (HD) Foam Mattress Price in India - Buy SPRINGTEK Amaze Eco 4 inch Queen High Density (HD) Foam Mattress online at Flipkart.com,6510,26158,1,3.376774466
"Nilkamal Chester 24 Plastic Free Standing Chest of Drawers (Finish Color - Pink, DIY(Do-It-Yourself))",2,3617,2495,4635,1312,24824,12634,281,2900,Home,Bedroom,Nilkamal,330,10,Nilkamal Chester 24 Plastic Free Standing Chest of Drawers Price in India - Buy Nilkamal Chester 24 Plastic Free Standing Chest of Drawers online at Flipkart.com,3295,25080,9,0.862922779
"Pigeon Enjoy mop Mop, Bucket",2,7320,2510,6344,1715,23097,17028,3999,1395,Home,Bath,Pigeon,326,10,"Pigeon Enjoy mop Mop, Bucket Price in India - Buy Pigeon Enjoy mop Mop, Bucket online at Flipkart.com",6179,36431,3,7.720590497
Nimwash Vegetable & Fruit Wash (1 L),3,9808,1450,2146,378,9076,14846,3970,190,Home,Bath,Nimwash,953,10,Nimwash Vegetable & Fruit Wash | Flipkart.com,13032,38865,6,7.811406618
"AMJ 8X8 (8"") Premium quality Stainless Steel UltraSlim Square Rain Shower Head with 15 inch square arm (Chrome)",1,465,1837,2997,2232,16291,10274,8073,2499,Home,Bath,AMJ,578,10,"AMJ 8X8 (8"") Premium quality Stainless Steel UltraSlim Square Rain Shower Head with 15 inch square arm Price in India - Buy AMJ 8X8 (8"") Premium quality Stainless Steel UltraSlim Square Rain Shower Head with 15 inch square arm online at Flipkart.com",11152,22679,4,7.889573059
windowera NO DRILL REQUIRE / EASY STICK MIRROR / BATHROOM MIRROR Bathroom Mirror (Rectangle),3,2731,205,6733,1625,1734,4679,2205,599,Home,Bath,windowera,322,10,windowera NO DRILL REQUIRE / EASY STICK MIRROR / BATHROOM MIRROR Bathroom Mirror Price in India - Buy windowera NO DRILL REQUIRE / EASY STICK MIRROR / BATHROOM MIRROR Bathroom Mirror online at Flipkart.com,5285,44673,5,0.492250149
KAMAL Sink Spray Dixy - Wall Mounted Bib Tap Faucet (Wall Mount Installation Type),2,9360,1822,10160,585,2866,5597,5637,1399,Home,Bath,KAMAL,263,10,KAMAL Sink Spray Dixy - Wall Mounted Bib Tap Faucet Price in India - Buy KAMAL Sink Spray Dixy - Wall Mounted Bib Tap Faucet online at Flipkart.com,13060,34539,9,6.045783064
iSTAR Round Napkin Ring/Towel Ring/Napkin Holder/Towel Hanger(Silver Chrome) - Pack of 1 Silver Towel Holder (Stainless Steel),1,6423,3467,3467,2021,10701,15575,9802,699,Home,Bath,iSTAR,495,10,iSTAR Round Napkin Ring/Towel Ring/Napkin Holder/Towel Hanger(Silver Chrome) - Pack of 1 Silver Towel Holder Price in India - Buy iSTAR Round Napkin Ring/Towel Ring/Napkin Holder/Towel Hanger(Silver Chrome) - Pack of 1 Silver Towel Holder online at Flipkart.com,2667,26013,4,3.849871803
"SOCHEP Stainless Steel Wall Shelf (Number of Shelves - 2, Black)",3,8949,3873,2001,1058,15699,17549,72,1299,Home,Bath,SOCHEP,623,10,SOCHEP Stainless Steel Wall Shelf Price in India - Buy SOCHEP Stainless Steel Wall Shelf online at Flipkart.com,2366,20955,0,0.805250216
KAMAL Long Body Bib Cock - Vista Bib Tap Faucet (Wall Mount Installation Type),2,9076,870,6240,815,19814,11175,1830,800,Home,Bath,KAMAL,839,10,KAMAL Long Body Bib Cock - Vista Bib Tap Faucet Price in India - Buy KAMAL Long Body Bib Cock - Vista Bib Tap Faucet online at Flipkart.com,12759,40793,8,6.946739124
KAMAL Sail (With Arm) - Set of 2 Shower Head,1,4659,794,3005,2135,5808,14332,7258,1000,Home,Bath,KAMAL,529,10,KAMAL Sail (With Arm) - Set of 2 Shower Head Price in India - Buy KAMAL Sail (With Arm) - Set of 2 Shower Head online at Flipkart.com,9296,22516,7,6.399868369
Godrej Aer Smart Matic Alive Automatic Spray (225 ml),3,3422,797,6335,707,23967,17512,7904,859,Home,Bath,Godrej,404,10,Godrej Aer Smart Matic Alive Automatic Spray Price in India - Buy Godrej Aer Smart Matic Alive Automatic Spray online at Flipkart.com,6566,39075,8,0.926326541
Craftwheel 69 WOODEN BROWN OM SATHIYA DESIGN 7 HOOKS Wood Key Holder (7 Hooks),4,8891,1650,8218,1397,12839,17090,4520,699,Home,Decor,Craftwheel,628,10,Craftwheel 69 WOODEN BROWN OM SATHIYA DESIGN 7 HOOKS Wood Key Holder Price in India - Buy Craftwheel 69 WOODEN BROWN OM SATHIYA DESIGN 7 HOOKS Wood Key Holder online at Flipkart.com,6042,22502,4,5.590083038
"Bella vita organic Aroma Candles Pure Soy Wax 4 X 60g each, Vanilla, Cinnamon, Lavender & Rose, Candle (Multicolor, Pack of 4)",1,2931,671,10563,1539,22794,12958,5355,499,Home,Decor,Bella,129,10,"Bella vita organic Aroma Candles Pure Soy Wax 4 X 60g each, Vanilla, Cinnamon, Lavender & Rose, Candle Price in India - Buy Bella vita organic Aroma Candles Pure Soy Wax 4 X 60g each, Vanilla, Cinnamon, Lavender & Rose, Candle online at Flipkart.com",6620,14690,9,0.59132002
Flipkart SmartBuy Wall Stickers Wallpaper Happy Winter Trees and Frames Home DIY Self Adhesive Purple Extra Large Self Adhesive Sticker (Pack of 1),3,9669,1039,7132,887,3323,9208,5997,999,Home,Decor,Flipkart SmartBuy,775,10,Flipkart SmartBuy Wall Stickers Wallpaper Happy Winter Trees and Frames Home DIY Self Adhesive Purple Extra Large Self Adhesive Sticker Price in India - Buy Flipkart SmartBuy Wall Stickers Wallpaper Happy Winter Trees and Frames Home DIY Self Adhesive Purple Extra Large Self Adhesive Sticker online at Flipkart.com,7401,36036,9,8.871420431
Godrej Aer Morning Misty Meadows Spray (220 ml),1,858,960,9356,546,6392,9810,1382,169,Home,Decor,Godrej Aer,664,10,Godrej Aer Morning Misty Meadows Spray Price in India - Buy Godrej Aer Morning Misty Meadows Spray online at Flipkart.com,2381,36058,1,6.659184056
"CAPIO ART GEOMETRIC multipurpose design Wood Key Holder (8 Hooks, Brown)",4,6780,1394,4666,834,3074,7105,748,999,Home,Decor,CAPIO ART,859,10,CAPIO ART GEOMETRIC multipurpose design Wood Key Holder Price in India - Buy CAPIO ART GEOMETRIC multipurpose design Wood Key Holder online at Flipkart.com,6453,14626,6,0.049277751
Flipkart SmartBuy Wall Stickers Wallpaper Pink Flowers Design for Bedroom Decoration Self Adhesive Extra Large Self Adhesive Sticker ,4,485,3232,9542,1429,13094,10424,7687,999,Home,Decor,Flipkart SmartBuy,230,10,Flipkart SmartBuy Wall Stickers Wallpaper Pink Flowers Design for Bedroom Decoration Self Adhesive Extra Large Self Adhesive Sticker Price in India - Buy Flipkart SmartBuy Wall Stickers Wallpaper Pink Flowers Design for Bedroom Decoration Self Adhesive Extra Large Self Adhesive Sticker online at Flipkart.com,12653,33573,7,9.164057973
"Kadio Analog 20 cm X 20 cm Wall Clock (White, With Glass, Standard)",3,5513,1237,4807,1013,11190,12234,3543,799,Home,Decor,Kadio,470,10,Kadio Analog 20 cm X 20 cm Wall Clock Price in India - Buy Kadio Analog 20 cm X 20 cm Wall Clock online at Flipkart.com,6988,27808,5,6.119870553
"Dinine Craft Set of 4 Showpiece for Home Decor, Handicraft Showpiece for Table, office Decor, Small Statue of 4 Baby Monk Buddha",4,1529,3716,2057,874,20900,14811,1268,999,Home,Decor,Dinine Craft,808,10,"Dinine Craft Set of 4 Showpiece for Home Decor, Handicraft Showpiece for Table, office Decor, Small Statue of 4 Baby Monk Buddha, Handicraft Showpiece for Modern Interior, Multi color Handicraft Showpiece Decorative Showpiece - 4 cm Price in India - Buy Dinine Craft Set of 4 Showpiece for Home Decor, Handicraft Showpiece for Table, office Decor, Small Statue of 4 Baby Monk Buddha, Handicraft Showpiece for Modern Interior, Multi color Handicraft Showpiece Decorative Showpiece - 4 cm online at Flipkart.com",2551,34228,5,9.868114106
"Titan Analog 32.5 cm X 32.5 cm Wall Clock (Brown, With Glass, Standard)",4,9951,3201,7253,1654,5703,17075,5302,2295,Home,Decor,Titan,208,10,Titan Analog 32.5 cm X 32.5 cm Wall Clock Price in India - Buy Titan Analog 32.5 cm X 32.5 cm Wall Clock online at Flipkart.com,13973,19330,1,2.631659868
"Modern Home 100 Pk White Candle (White, Pack of 100)",4,7492,3131,969,1154,24182,16354,4966,399,Home,Decor,Modern Home,773,10,Modern Home 100 Pk White Candle Price in India - Buy Modern Home 100 Pk White Candle online at Flipkart.com,9569,31355,2,2.293766562
Pick Ur Needs 28 W Decorative B22 LED Bulb (White),4,3958,645,11415,2293,23176,2825,2876,795,Home,Lightings,Pick Ur Needs,751,10,Pick Ur Needs 28 W Decorative B22 LED Bulb Price in India - Buy Pick Ur Needs 28 W Decorative B22 LED Bulb online at Flipkart.com,12009,31301,3,4.661855019
HALONIX 10 W Decorative E27 LED Bulb (Multicolor),1,9257,2302,7751,1857,2307,13135,6004,999,Home,Lightings,HALONIX,881,10,HALONIX 10 W Decorative E27 LED Bulb Price in India - Buy HALONIX 10 W Decorative E27 LED Bulb online at Flipkart.com,13438,39557,5,3.174403832
"Syska 9 W Round B22 LED Bulb (White, Pack of 6)",1,2454,3385,3151,866,7066,12912,6669,2154,Home,Lightings,Syska,436,10,Syska 9 W Round B22 LED Bulb Price in India - Buy Syska 9 W Round B22 LED Bulb online at Flipkart.com,5794,37405,8,7.561970751
"BRIGHT LIGHT ONLITE New 2in1 2 Mode Rechargeable Led Flashlight Torch 60W Emergency Torch (Black, 27 cm, Rechargeable)",1,4358,3730,7685,2385,21113,8008,9513,3268,Home,Lightings,BRIGHT LIGHT ONLITE,869,10,BRIGHT LIGHT ONLITE New 2in1 2 Mode Rechargeable Led Flashlight Torch 60W Emergency Torch Price in India - Buy BRIGHT LIGHT ONLITE New 2in1 2 Mode Rechargeable Led Flashlight Torch 60W Emergency Torch online at Flipkart.com,14049,10118,0,0.133007488
WIPRO 6W Re-chargeable LED Table Lamp 4 hrs Lantern Emergency Light (White),4,9070,1241,7418,470,3695,2749,4047,1090,Home,Lightings,WIPRO,171,10,WIPRO 6W Re-chargeable LED Table Lamp 4 hrs Lantern Emergency Light Price in India - Buy WIPRO 6W Re-chargeable LED Table Lamp 4 hrs Lantern Emergency Light Online at Flipkart.com,13474,33845,6,9.059527645
Make Ur Wish Solar Panel Generator System with Flashlight Outdoor Torch 15 hrs Torch Emergency Light (Black),4,207,2047,1975,1462,15010,1719,7652,2999,Home,Lightings,Make Ur Wish,609,10,Make Ur Wish Solar Panel Generator System with Flashlight Outdoor Torch 15 hrs Torch Emergency Light Price in India - Buy Make Ur Wish Solar Panel Generator System with Flashlight Outdoor Torch 15 hrs Torch Emergency Light Online at Flipkart.com,12811,44374,8,0.729466284
"MZ Mini Rechargeable Pocket Torch Light Zoom COB USB Charging Led Water Proof DP Torch (Black, 9 cm, Rechargeable)",2,6639,2646,3508,1413,1291,4585,2289,899,Home,Lightings,MZ,657,10,MZ Mini Rechargeable Pocket Torch Light Zoom COB USB Charging Led Water Proof DP Torch Price in India - Buy MZ Mini Rechargeable Pocket Torch Light Zoom COB USB Charging Led Water Proof DP Torch online at Flipkart.com,11874,42363,5,8.296450619
"Pick Ur Needs Home Emergency Light+2 Bulb, Solar Panel, Multimedia System + FM Flood Lamp 8 hrs Flood Lamp Emergency light",2,8748,1370,7845,442,23921,4818,1523,3260,Home,Lightings,Pick Ur Needs,481,10,"Pick Ur Needs Home Emergency Light+2 Bulb, Solar Panel, Multimedia System + FM Flood Lamp 8 hrs Flood Lamp Emergency Light Price in India - Buy Pick Ur Needs Home Emergency Light+2 Bulb, Solar Panel, Multimedia System + FM Flood Lamp 8 hrs Flood Lamp Emergency Light Online at Flipkart.com",4690,10307,0,4.088971102
Care 4 5 modes Flashlight LED T6 with Super Bright Cree t6 light,4,3389,3085,5894,2426,6844,11245,4722,1599,Home,Lightings,Care 4,176,10,"Care 4 5 modes Flashlight LED T6 with Super Bright Cree t6 light with Rechargeable battery and charging kit with Zoom option powered by rechargeable battery OR ( 3xAAA bateries not included,) Torch Price in India - Buy Care 4 5 modes Flashlight LED T6 with Super Bright Cree t6 light with Rechargeable battery and charging kit with Zoom option powered by rechargeable battery OR ( 3xAAA bateries not included,) Torch online at Flipkart.com",11525,40727,4,4.986777384
"PHILIPS 10 W T-Bulb B22 LED Bulb (White, Pack of 2)",1,5712,616,10991,1259,23203,11706,6788,620,Home,Lightings,PHILIPS,91,10,PHILIPS 10 W T-Bulb B22 LED Bulb Price in India - Buy PHILIPS 10 W T-Bulb B22 LED Bulb online at Flipkart.com,8629,27891,3,4.417053889
Apple Royal Gala (Regular) 4 Units (480g - 550g),1,2442,1370,2712,2453,17414,9174,8550,188,Grocery,Fruits & Veg,Bigbasket,540,10,https://www.flipkart.com/apple-royal-gala-regular-4-units/p/itmb2907c12ec2e0?pid=FRTF7FJDTEVJPBGW&lid=LSTFRTF7FJDTEVJPBGWHCDSNN&marketplace=GROCERY&q=fruits+and+vegetables&store=eat%2Fw2q%2Fb0g&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=search-autosuggest&iid=4828a7f2-78d8-441f-bf6f-ab8ac7d4df61.FRTF7FJDTEVJPBGW.SEARCH&ppt=sp&ppn=sp&ssid=3po00rawkw0000001659073661370&qH=dd97b8c72dfc7b26,3234,22606,3,8.976890178
Kiwi Green 3 Units,4,7618,629,3659,588,2135,13819,2943,136,Grocery,Fruits & Veg,Bigbasket,324,10,https://www.flipkart.com/kiwi-green-3-units/p/itmab8cc85b14e1a?pid=FRTF7FJDUAYH2SUR&lid=LSTFRTF7FJDUAYH2SURDCIANF&marketplace=GROCERY&q=fruits+and+vegetables&store=eat%2Fw2q%2Fb0g&srno=s_1_2&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=search-autosuggest&iid=4828a7f2-78d8-441f-bf6f-ab8ac7d4df61.FRTF7FJDUAYH2SUR.SEARCH&ppt=sp&ppn=sp&qH=dd97b8c72dfc7b26,2126,15503,9,1.482160214
